"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Innefattar"	"Utesluter"	"Relaterad ICF-kod"
"SMB.PN.ZZ"	"SMB"	"Råd eller information om att tvätta sig"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av förmågan att tvätta och torka hela kroppen och delar av den genom att använda vatten och lämpliga material och metoder för att bli ren och torr – i relation till hälsa (eller risker)"	""	""	"d510"
"SMB.PU.ZZ"	"SMB"	"Stödjande samtal om att tvätta sig"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att tvätta och torka hela kroppen och delar av den genom att använda vatten och lämpliga material och metoder för att bli ren och torr"	""	""	"d510"
"SMB.RA.ZZ"	"SMB"	"Kompensatoriskt stöd för att tvätta sig"	"Aktiviteten utförs av någon annan än individen själv (när individen inte kan utföra den) gällande att tvätta och torka hela kroppen och delar av den genom att använda vatten och lämpliga material och metoder för att bli ren och torr"	""	""	"d510"
"SMB.RB.ZZ"	"SMB"	"Praktiskt stöd i att tvätta sig"	"Aktivitet att praktiskt stödja eller guida individen i att tvätta och torka hela kroppen och delar av den genom att använda vatten och lämpliga material och metoder för att bli ren och torr"	""	""	"d510"
"SMB.RC.ZZ"	"SMB"	"Emotionellt stöd i att tvätta sig"	"Aktivitet att känslomässigt stödja eller motivera individen i att tvätta och torka hela kroppen och delar av den genom att använda vatten och lämpliga material och metoder för att bli ren och torr"	""	""	"d510"
"SMB.SZ.ZZ"	"SMB"	"Stöd i att tvätta sig"	"Ospecificerad individstödjande aktivitet i att tvätta och torka hela kroppen och delar av den genom att använda vatten och lämpliga material och metoder för att bli ren och torr"	""	""	"d510"
"SMC"	"SM"	"Att sköta kroppen (kroppsvård)"	"Att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.AA.ZZ"	"SMC"	"Bedömning av att sköta kroppen"	"Bedömning av förmågan – att vårda de delar av kroppen (hud, tänder, hår, finger– och tånaglar) som kräver mer än att tvätta och torka sig – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d520"
"SMC.AM.ZZ"	"SMC"	"Observation av att sköta kroppen"	"Iakttagelser för att utreda eller följa upp förmågan att vårda de delar av kroppen (hud, tänder, hår, finger– och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.AS.ZZ"	"SMC"	"Utredande samtal om att sköta kroppen"	"Samtal som görs för att utreda förmågan att vårda de delar av kroppen (hud, tänder, hår, finger– och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.AT.ZZ"	"SMC"	"Inhämtning av uppgifter, från professionell, om att sköta kroppen"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att vårda de delar av kroppen (hud, tänder, hår, finger– och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.AU.ZZ"	"SMC"	"Inhämtning av uppgifter, från annan, om att sköta kroppen"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att vårda de delar av kroppen (hud, tänder, hår, finger– och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.AV.ZZ"	"SMC"	"Uppföljande samtal om att sköta kroppen"	"Samtal som görs för att följa upp förmågan – att vårda de delar av kroppen (hud, tänder, hår, finger– och tånaglar) som kräver mer än att tvätta och torka sig – i relation till mål och måluppfyllelse"	""	""	"d520"
"SMC.PH.ZZ"	"SMC"	"Färdighetsträning i att sköta kroppen"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att vårda de delar av kroppen (hud, tänder, hår, finger-och tånaglar) som kräver mer än att tvätta och torka sig – genom praktiska övningar i relevant miljö"	""	""	"d520"
"SMC.PN.ZZ"	"SMC"	"Råd eller information om att sköta kroppen"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av förmågan att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig – i relation till hälsa (eller risker)"	""	""	"d520"
"SMC.PU.ZZ"	"SMC"	"Stödjande samtal om att sköta kroppen"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.RA.ZZ"	"SMC"	"Kompensatoriskt stöd för att sköta kroppen"	"Aktiviteten utförs av någon annan än individen själv (när individen inte kan utföra den) gällande att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.RB.ZZ"	"SMC"	"Praktiskt stöd i att sköta kroppen"	"Aktivitet att praktiskt stödja eller guida individen i att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.RC.ZZ"	"SMC"	"Emotionellt stöd i att sköta kroppen"	"Aktivitet att känslomässigt stödja eller motivera individen i att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMC.SZ.ZZ"	"SMC"	"Stöd i att sköta kroppen"	"Ospecificerad individstödjande aktivitet i att vårda de delar av kroppen (hud, tänder, hår, finger- och tånaglar) som kräver mer än att tvätta och torka sig"	""	""	"d520"
"SMD"	"SM"	"Att sköta toalettbehov"	"Att visa på behov av, planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SMD.AA.ZZ"	"SMD"	"Bedömning av att sköta toalettbehov"	"Bedömning av förmågan – att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d530"
"SMD.AS.ZZ"	"SMD"	"Utredande samtal om att sköta toalettbehov"	"Samtal som görs för att utreda förmågan att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SMD.AT.ZZ"	"SMD"	"Inhämtning av uppgifter, från professionell, om att sköta toalettbehov"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SMD.AU.ZZ"	"SMD"	"Inhämtning av uppgifter, från annan, om att sköta toalettbehov"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SMD.AV.ZZ"	"SMD"	"Uppföljande samtal om att sköta toalettbehov"	"Samtal som görs för att följa upp förmågan – att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt – i relation till mål och måluppfyllelse"	""	""	"d530"
"SMD.PH.ZZ"	"SMD"	"Färdighetsträning i att sköta toalettbehov"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt – genom praktiska övningar i relevant miljö"	""	""	"d530"
"SMD.RB.ZZ"	"SMD"	"Praktiskt stöd i att sköta toalettbehov"	"Aktivitet att praktiskt stödja eller guida individen i att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SMD.RC.ZZ"	"SMD"	"Emotionellt stöd i att sköta toalettbehov"	"Aktivitet att känslomässigt stödja eller motivera individen i att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SMD.SZ.ZZ"	"SMD"	"Stöd i att sköta toalettbehov"	"Ospecificerad individstödjande aktivitet i att planera och genomföra uttömning av mänskliga restprodukter (menstruation, urinering och avföring) och att göra sig ren efteråt"	""	""	"d530"
"SME"	"SM"	"Att klä sig"	"Att genomföra samordnade handlingar och uppgifter för att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.AA.ZZ"	"SME"	"Bedömning av att klä sig"	"Bedömning av förmågan – att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d540"
"SME.AM.ZZ"	"SME"	"Observation av att klä sig"	"Iakttagelser för att utreda eller följa upp förmågan att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.AS.ZZ"	"SME"	"Utredande samtal om att klä sig"	"Samtal som görs för att utreda förmågan att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.AT.ZZ"	"SME"	"Inhämtning av uppgifter, från professionell, om att klä sig"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.AU.ZZ"	"SME"	"Inhämtning av uppgifter, från annan, om att klä sig"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.AV.ZZ"	"SME"	"Uppföljande samtal om att klä sig"	"Samtal som görs för att följa upp förmågan – att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor – i relation till mål och måluppfyllelse"	""	""	"d540"
"SME.PH.ZZ"	"SME"	"Färdighetsträning i att klä sig"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor – genom praktiska övningar i relevant miljö"	""	""	"d540"
"SME.PN.ZZ"	"SME"	"Råd eller information för att klä sig"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av förmågan att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor – i relation till hälsa (eller risker)"	""	""	"d540"
"SME.PU.ZZ"	"SME"	"Stödjande samtal om att klä sig"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.RA.ZZ"	"SME"	"Kompensatoriskt stöd för att klä sig"	"Aktiviteten utförs av någon annan än individen själv (när individen inte kan utföra den) gällande att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.RB.ZZ"	"SME"	"Praktiskt stöd i att klä sig"	"Aktivitet att praktiskt stödja eller guida individen i att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.RC.ZZ"	"SME"	"Emotionellt stöd i att klä sig"	"Aktivitet att känslomässigt stödja eller motivera individen i att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SME.SZ.ZZ"	"SME"	"Stöd i att klä sig"	"Ospecificerad individstödjande aktivitet i att genomföra samordnade handlingar och uppgifter att ta på och av kläder och skodon i ordning och i enlighet med klimat och sociala villkor"	""	""	"d540"
"SMF"	"SM"	"Att äta"	"Att visa på behov av mat, att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags"	""	""	"d550"
"SMF.AA.ZZ"	"SMF"	"Bedömning av att äta"	"Bedömning av förmågan – att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d550"
"SMF.AM.ZZ"	"SMF"	"Observation av att äta"	"Iakttagelser för att utreda eller följa upp förmågan att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags"	""	""	"d550"
"SMF.AS.ZZ"	"SMF"	"Utredande samtal om att äta"	"Samtal som görs för att utreda förmågan att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags"	""	""	"d550"
"SMF.AT.ZZ"	"SMF"	"Inhämtning av uppgifter, från professionell, om att äta"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags"	""	""	"d550"
"SMF.AU.ZZ"	"SMF"	"Inhämtning av uppgifter, från annan, om att äta"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags"	""	""	"d550"
"SMF.AV.ZZ"	"SMF"	"Uppföljande samtal om att äta"	"Samtal som görs för att följa upp förmågan – att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags – i relation till mål och måluppfyllelse"	""	""	"d550"
"SMF.PH.ZZ"	"SMF"	"Färdighetsträning i att äta"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att genomföra samordnade uppgifter och handlingar för att äta mat som serveras, att föra maten till munnen och konsumera den på ett kulturellt acceptabelt sätt, skära eller bryta maten i bitar, öppna flaskor och burkar, använda matbestick, äta sina måltider till fest och vardags – genom praktiska övningar i relevant miljö"	""	""	"d550"
