"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Relaterad ICF-kod"	"Relaterad ICD-10-SE-kod"
"PK002"	"PK"	"Bedömning av att företa mångfaldiga uppgifter"	"Bedömning av genomförande av enkla eller komplicerade och koordinerade handlingar som komponenter i mångfaldiga, integrerade och komplicerade uppgifter i följd eller samtidigt. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d220"	""	""	""	""	""	""
"PK003"	"PK"	"Bedömning av att genomföra daglig rutin"	"Bedömning av genomförande av enkla eller samordnade handlingar för att planera och hantera tid och energi vid genomförandet av de aktiviteter som innefattas i dagliga rutiner under hela dygnet. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d230"	""	""	""	""	""	""
"PK004"	"PK"	"Bedömning av att hantera stress och andra psykologiska krav"	"Bedömning av genomförande av enkla eller sammansatta och samordnade handlingar för att klara av de psykologiska krav som ställs för att genomföra uppgiften. Innefattar att hantera ansvarstagande, stress och kris. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d240"	""	""	""	""	""	""
"PL"	"P"	"Utredning av kommunikation"	""	""	""	""	""	""	""
"PL000"	"PL"	"Utredning av förmåga att kommunicera"	"Insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation gällande förmåga att kommunicera genom språk, tecken, symboler, att ta emot och förmedla budskap, att genomföra samtal och att använda olika kommunikationsmetoder eller kommunikationshjälpmedel. Övergripande kod inom avsnittet ICF d310 - d399"	""	""	""	""	""	""
"PL001"	"PL"	"Bedömning av att vara mottagare"	"Bedömning av att vara mottagare av verbala och icke verbala meddelanden, inklusive teckenspråk samt ta emot skrivna meddelanden. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d310 - d329"	""	""	""	""	""	""
"PL002"	"PL"	"Bedömning av att vara sändare"	"Bedömning av att tala, uttrycka sig icke verbalt inklusive att meddela sig på teckenspråk samt att skriva meddelanden. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d330 - d349"	""	""	""	""	""	""
"PL003"	"PL"	"Bedömning av att kunna konversera och diskutera"	"Bedömning av att kunna konversera och diskutera med en eller flera personer. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d350, d355"	""	""	""	""	""	""
"PL004"	"PL"	"Bedömning av att använda kommunikationsutrustningar och kommunikationstekniker"	"Bedömning av användandet av olika utrustningar och tekniker för kommunikation. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d360"	""	""	""	""	""	""
"PM"	"P"	"Utredning av förflyttning"	""	""	""	""	""	""	""
"PM000"	"PM"	"Utredning av förmåga att förflytta sig"	"Insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation gällande att röra sig genom att ändra kroppsställning eller att förflytta sig från en plats till en annan, att bära, flytta eller hantera föremål, att gå, springa eller klättra och att använda olika former av transportmedel. Övergripande kod inom avsnittet ICF d410 - d499"	""	""	""	""	""	""
"PM001"	"PM"	"Bedömning av att ändra kroppsställning"	"Bedömning av att inta eller ändra kroppsställning (inkluderar kroppshållning) från olika utgångsställningar såsom liggande, sittande eller stående. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d410. Utesluter PM002, PM003"	""	""	""	""	""	""
"PM002"	"PM"	"Bedömning av att bibehålla en kroppsställning"	"Bedömning av att bibehålla en kroppsställning (inkluderar kroppshållning) såsom förbli liggande, sittande eller stående. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d415. Utesluter PM001, PM003"	""	""	""	""	""	""
"PM003"	"PM"	"Bedömning av att förflytta sig själv utan att ändra kroppsställning"	"Bedömning av att göra en överflyttning från en yta till en annan såsom att glida längs en bänk eller att flytta sig från säng till stol utan att ändra kroppsställning. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d420. Utesluter PM001, PM002"	""	""	""	""	""	""
"PM004"	"PM"	"Bedömning av att lyfta, bära och förflytta föremål"	"Bedömning av att lyfta upp ett föremål eller ta något från en plats till en annan såsom att lyfta en kopp eller bära ett barn från ett rum till ett annat. Att sparka boll eller trampa på cykelpedaler ingår. Innefattar även insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d430 - d435"	""	""	""	""	""	""
"PM005"	"PM"	"Bedömning av finmotorik"	"Bedömning av koordinerade handlingar som krävs för att hantera föremål, plocka upp, behandla och släppa dem t.ex. plocka upp ett mynt från ett bord. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d440"	""	""	""	""	""	""
"PM006"	"PM"	"Bedömning av att använda hand och arm"	"Bedömning av koordinerade handlingar som krävs för att flytta föremål eller hantera dem genom att använda händer och armar t.ex. att kasta eller fånga ett föremål. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d445"	""	""	""	""	""	""
"PM007"	"PM"	"Bedömning av att gå"	"Bedömning av förflyttning till fots såsom att promenera, gå framlänges, baklänges eller i sidled, kortare eller längre sträckor inomhus eller utomhus, att gå på olika underlag samt runt hinder av olika slag eller i trappa. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d450, d451"	""	""	""	""	""	""
"PM009"	"PM"	"Bedömning av att förflytta sig med hjälpmedel"	"Bedömning av att förflytta sig med rullstol, använda gånghjälpmedel. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d465"	""	""	""	""	""	""
"PM010"	"PM"	"Bedömning av att använda transportmedel"	"Bedömning av att använda offentliga transportmedel som buss, spårvagn, tåg. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d470"	""	""	""	""	""	""
"PM011"	"PM"	"Förarbedömning"	"Bedömning av att vara förare till olika transportmedel, t.ex. motoriserade fordon, djurdrivna fordon. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d475"	""	""	""	""	""	""
"PM012"	"PM"	"Bedömning av fallrisk"	"Sammanvägd bedömning av fallrisk baserat på insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation"	""	""	""	"Separata KVÅ-koder kan användas för att ange de specifika åtgärderna som ingår i riskbedömningen"	"d410, d415, d450"	""
"PM017"	"PM"	"Bedömning av att röra sig på olika sätt"	"Bedömning av att krypa, springa, hoppa och att röra sig på olika sätt. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation"	""	""	""	""	"d455"	""
"PM018"	"PM"	"Bedömning av att röra sig omkring på olika platser"	"Bedömning av att röra sig på olika platser inom och utom hemmet. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation"	""	""	""	""	"d460"	""
"PN"	"P"	"Utredning av personlig vård"	""	""	""	""	""	""	""
"PN000"	"PN"	"Utredning av personlig vård"	"Insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation gällande egen personlig vård, att tvätta och torka sig själv, att ta hand om sin kropp och kroppsdelar, att klä sig, att äta och dricka och att sköta sin egen hälsa. Övergripande kod inom avsnittet ICF d510 - d599"	""	""	""	""	""	""
"PN001"	"PN"	"Bedömning av att tvätta sig"	"Bedömning av att tvätta och torka delar av eller hela kroppen med lämpliga metoder och material. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d510"	""	""	""	""	""	""
"PN002"	"PN"	"Bedömning av att vårda sin kropp"	"Bedömning av att sköta hud, tänder, hår, naglar och könsorgan. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d520"	""	""	""	""	""	""
"PN003"	"PN"	"Bedömning av att sköta sina toalettbehov"	"Bedömning av att kontrollera och sköta urinering, avföring och sköta menstruation, komma till lämplig plats och ställning samt hantering av kläder. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d530"	""	""	""	""	""	""
"PN004"	"PN"	"Bedömning av att klä på och av sig"	"Bedömning av på- och avklädning av kläder och skor samt val av lämplig klädsel. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d540"	""	""	""	""	""	""
"PN005"	"PN"	"Bedömning av att äta och dricka"	"Bedömning av genomförandet av samordnade handlingar så som att skära eller bryta maten i bitar, öppna flaskor och burkar, blanda dryck, använda bestick samt att föra mat och dryck till munnen och att äta och dricka på ett kulturellt accepterat sätt. Innefattar insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d550, d560"	""	""	""	""	""	""
"PN008"	"PN"	"Bedömning av att sköta sin egen hälsa"	"Bedömning av att tillförsäkra sig fysisk bekvämlighet, hälsa och fysiskt och psykiskt välbefinnande, såsom att upprätthålla lämplig kost och nivå av fysisk aktivitet samt undvika hälsorisker. Innefattar egenvård, att söka professionell hjälp och att följa medicinska ordinationer och andra hälsoråd. Innefattar även insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation. ICF d570"	""	""	""	""	""	""
"PN009"	"PN"	"Bedömning av risk för ohälsa i munnen"	"Sammanvägd bedömning av risk för ohälsa i munnen baserat på insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation"	""	""	""	"Separata KVÅ-koder kan användas för att ange de specifika åtgärderna som ingår i riskbedömningen"	"d5708A"	""
"PN010"	"PN"	"Bedömning av att sköta sin fysiska aktivitet "	"Bedömning av förmågan till fysisk aktivitet och ta hand om sig själv genom att upprätthålla eller förbättra fysisk kondition. Innefattar även insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation"	""	""	""	""	"d5704"	""
"PP"	"P"	"Utredning av hemliv"	""	""	""	""	""	""	""
"PP000"	"PP"	"Utredning av hemliv"	"Insamling och analys av information från exempelvis standardiserade bedömningsinstrument, skattningsskalor, intervju och/eller observation gällande att genomföra husliga och dagliga sysslor och uppgifter i hemmet. Innefattar att skaffa bostad, mat, kläder och andra förnödenheter, hålla rent, reparera och ta hand om personliga och andra hushållsgöromål samt att hjälpa andra. Övergripande kod inom avsnittet ICF d610 - d699"	""	""	""	""	""	""
